512, 2,2,1.7194,0.3122343
512, 2,3,2.5585,0.3147624
512, 2,4,3.3740,0.3182425
512, 2,5,4.5945,0.2921288
512, 2,6,5.1009,0.3157480
512, 2,7,5.9955,0.3134093
512, 2,8,6.7360,0.3188076
512, 2,9,7.9698,0.3031341
512, 2,10,8.5786,0.3129130
512, 2,11,9.8857,0.2986942
512, 2,12,10.1412,0.3176373
512, 2,13,11.2283,0.3107909
512, 2,14,11.7966,0.3185746
512, 2,15,12.6859,0.3174030
512, 2,16,13.5041,0.3180491
512, 4,2,1.7531,0.3062439
512, 4,3,2.6018,0.3095158
512, 4,4,3.4023,0.3155903
512, 4,5,4.2718,0.3141950
512, 4,6,5.1547,0.3124534
512, 4,7,5.9718,0.3146526
512, 4,8,6.8472,0.3136279
512, 4,9,7.7894,0.3101556
512, 4,10,8.6546,0.3101654
512, 4,11,9.3170,0.3169250
512, 4,12,10.5659,0.3048709
512, 4,13,11.2010,0.3115486
512, 4,14,12.1021,0.3105322
512, 4,15,12.9806,0.3101966
512, 4,16,13.8314,0.3105235
512, 6,2,1.6996,0.3158876
512, 6,3,2.5342,0.3177716
512, 6,4,3.4005,0.3157591
512, 6,5,4.3232,0.3104613
512, 6,6,5.0725,0.3175181
512, 6,7,5.8861,0.3192328
512, 6,8,6.7202,0.3195547
512, 6,9,7.6422,0.3161270
512, 6,10,8.3991,0.3196013
512, 6,11,9.3448,0.3159832
512, 6,12,10.1498,0.3173673
512, 6,13,11.0665,0.3153351
512, 6,14,11.7739,0.3191876
512, 6,15,12.5813,0.3200412
512, 6,16,13.5104,0.3179010
512, 8,2,1.7090,0.3141514
512, 8,3,2.5790,0.3122610
512, 8,4,3.4596,0.3103638
512, 8,5,4.2538,0.3155208
512, 8,6,5.0661,0.3179220
512, 8,7,5.9365,0.3165221
512, 8,8,6.7371,0.3187537
512, 8,9,7.6258,0.3168073
512, 8,10,8.4609,0.3172654
512, 8,11,9.2920,0.3177774
512, 8,12,10.1319,0.3179279
512, 8,13,11.0049,0.3171017
512, 8,14,11.7489,0.3198681
512, 8,15,12.6434,0.3184702
512, 8,16,13.5593,0.3167546
512, 10,2,1.7480,0.3071303
512, 10,3,2.4976,0.3224330
512, 10,4,3.4198,0.3139801
512, 10,5,4.4217,0.3035418
512, 10,6,5.4355,0.2963162
512, 10,7,6.0537,0.3103978
512, 10,8,6.7872,0.3164011
512, 10,9,7.8019,0.3096574
512, 10,10,8.4402,0.3180454
512, 10,11,9.6122,0.3071911
512, 10,12,10.4178,0.3092036
512, 10,13,11.3558,0.3073027
512, 10,14,12.1855,0.3084071
512, 10,15,12.9819,0.3101655
512, 10,16,13.8213,0.3107492
512, 12,2,1.7207,0.3120046
512, 12,3,2.5755,0.3126760
512, 12,4,3.4248,0.3135220
512, 12,5,4.2623,0.3148985
512, 12,6,5.1244,0.3143019
512, 12,7,5.9058,0.3181679
512, 12,8,6.6794,0.3215108
512, 12,9,7.4154,0.3257967
512, 12,10,8.3327,0.3221483
512, 12,11,9.2582,0.3189365
512, 12,12,9.8430,0.3272606
512, 12,13,10.8333,0.3221248
512, 12,14,11.7343,0.3202663
512, 12,15,12.5366,0.3211816
512, 12,16,13.4000,0.3205210
512, 14,2,1.7246,0.3112992
512, 14,3,2.5826,0.3118253
512, 14,4,3.3048,0.3249012
512, 14,5,4.1663,0.3221533
512, 14,6,5.1108,0.3151364
512, 14,7,5.9315,0.3167893
512, 14,8,6.7734,0.3170467
512, 14,9,7.6313,0.3165812
512, 14,10,8.3488,0.3215240
512, 14,11,9.3383,0.3162031
512, 14,12,10.2814,0.3133065
512, 14,13,10.8302,0.3222156
512, 14,14,11.8900,0.3160725
512, 14,15,13.0192,0.3092758
512, 14,16,13.5535,0.3168901
512, 16,2,1.6884,0.3179775
512, 16,3,2.5512,0.3156594
512, 16,4,3.3531,0.3202195
512, 16,5,4.2275,0.3174857
512, 16,6,5.1379,0.3134775
512, 16,7,5.8355,0.3220034
512, 16,8,6.8663,0.3127583
512, 16,9,7.4285,0.3252217
512, 16,10,8.1949,0.3275621
512, 16,11,9.0375,0.3267259
512, 16,12,9.9592,0.3234411
512, 16,13,10.9839,0.3177064
512, 16,14,11.8426,0.3173369
512, 16,15,12.7073,0.3168664
512, 16,16,13.7696,0.3119170

1024, 2,4,47.8015,0.1797000
1024, 4,4,49.0500,0.1751260
1024, 6,4,61.0528,0.1406968
1024, 8,4,73.4248,0.1169896
1024, 10,4,73.2221,0.1173134
1024, 12,4,66.8841,0.1284301
1024, 14,4,82.3789,0.1042735
1024, 16,4,73.0128,0.1176497
2048, 2,4,994.8503,0.0690752
2048, 4,4,1008.7064,0.0681263
2048, 6,4,1042.3272,0.0659289
512, 3,2,1.7149,0.3130645
